budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",1999,222104681,106,Released,Wild Wild West,5.1,1020,130.65%,130.6498124
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2011,78309131,87,Released,Priest,5.4,692,130.52%,130.5152183
65000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2007,84785914,157,Released,Zodiac,7.3,2023,130.44%,130.4398677
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001,16929123,99,Released,Crazy/Beautiful,6.6,96,130.22%,130.2240231
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",2002,45479110,101,Released,Queen of the Damned,5.4,239,129.94%,129.9403143
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2006,77920346,108,Released,The Sentinel,5.8,225,129.87%,129.8672433
2700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",1986,3500000,93,Released,The Wraith,5.9,108,129.63%,129.6296296
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2012,19422261,110,Released,Seven Psychopaths,6.7,1206,129.48%,129.48174
126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2005,162949164,136,Released,The Island,6.5,1770,129.32%,129.3247333
14000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",1994,18090181,112,Released,New Nightmare,6.4,291,129.22%,129.2155786
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2000,20627372,94,Released,Boys and Girls,5.4,103,128.92%,128.921075
13000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",1998,16757163,106,Released,54,5.5,135,128.90%,128.9012538
45000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009,57881056,86,Released,Aliens in the Attic,5.3,244,128.62%,128.6245689
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1989,90000098,139,Released,The Abyss,7.1,808,128.57%,128.5715686
23000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2007,29541790,124,Released,In the Valley of Elah,6.6,261,128.44%,128.4425652
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1999,12827813,89,Released,Office Space,7.4,1050,128.28%,128.27813
30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1988,38413606,126,Released,Midnight Run,7.2,238,128.05%,128.0453533
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1967,3200000,92,Released,Point Blank,7.1,95,128.00%,128
102000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012,130482868,172,Released,Cloud Atlas,6.6,2977,127.92%,127.9243804
18000000,"[{""id"": 18, ""name"": ""Drama""}]",1980,23000000,129,Released,Raging Bull,7.7,938,127.78%,127.7777778
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2011,51070807,93,Released,The Mechanic,6.3,1045,127.68%,127.6770175
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2008,3830137,92,Released,Choke,6,127,127.67%,127.6712333
105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2015,133718711,114,Released,Point Break,5.5,783,127.35%,127.3511533
55000000,"[{""id"": 37, ""name"": ""Western""}]",2007,70016220,122,Released,3:10 to Yuma,6.9,1188,127.30%,127.3022182
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2011,30551495,89,Released,I Don't Know How She Does It,5,141,127.30%,127.2978958
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1987,1400000,99,Released,From a Whisper to a Scream,6.8,15,127.27%,127.2727273
7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2008,8900000,97,Released,Stargate: The Ark of Truth,6.9,140,127.14%,127.1428571
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2000,15250000,114,Released,Brother,6.8,107,127.08%,127.0833333
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",2011,10130000,104,Released,Prom,5.7,134,126.63%,126.625
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1981,40382659,195,Released,Reds,7.1,67,126.20%,126.1958094
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001,40222729,106,Released,Hardball,6.3,123,125.70%,125.6960281
86000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2006,107944236,94,Released,Arthur and the Invisibles,6,639,125.52%,125.5165535
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2002,2506446,96,Released,Full Frontal,4.8,26,125.32%,125.3223
6000000,"[{""id"": 99, ""name"": ""Documentary""}]",2008,7518876,42,Released,Dolphins and Whales: Tribes of the Ocean,8,3,125.31%,125.3146
69000000,"[{""id"": 35, ""name"": ""Comedy""}]",2010,86387857,114,Released,Dinner for Schmucks,5.5,531,125.20%,125.1997928
800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1993,1001437,114,Released,Ruby in Paradise,5.6,10,125.18%,125.179625
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2013,15008161,107,Released,Machete Kills,5.3,631,125.07%,125.0680083
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2006,26193068,145,Released,Black Book,7.2,277,124.73%,124.7288952
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2008,43650785,114,Released,Welcome Home Roscoe Jenkins,5.7,57,124.72%,124.7165286
13400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2010,16700000,100,Released,The Last Godfather,4.7,7,124.63%,124.6268657
45000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2005,56070433,95,Released,Kicking & Screaming,5.6,176,124.60%,124.6009622
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2004,74541707,115,Released,Ladder 49,6.2,207,124.24%,124.2361783
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1996,49627779,96,Released,The Island of Dr. Moreau,4.6,147,124.07%,124.0694475
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2013,22309223,116,Released,The Railway Man,6.7,273,123.94%,123.9401278
70000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2007,86658558,110,Released,The Kingdom,6.5,513,123.80%,123.79794
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2003,74208267,136,Released,The Core,5.4,516,123.68%,123.680445
58000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2010,71664962,111,Released,RED,6.6,2808,123.56%,123.5602793
30000000,"[{""id"": 35, ""name"": ""Comedy""}]",2000,37036004,127,Released,Keeping the Faith,5.9,159,123.45%,123.4533467
88000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2005,108539911,144,Released,Cinderella Man,7.3,616,123.34%,123.340808
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2003,44350926,109,Released,A Man Apart,5.8,258,123.20%,123.1970167
16000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2014,19682924,110,Released,Left Behind,3.7,392,123.02%,123.018275
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1999,73648228,105,Released,Deep Blue Sea,5.6,604,122.75%,122.7470467
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2013,42930462,112,Released,Snitch,5.8,1138,122.66%,122.6584629
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2003,85632458,121,Released,Tears of the Sun,6.4,573,122.33%,122.3320829
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006,61112916,98,Released,The Shaggy Dog,4.5,137,122.23%,122.225832
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2008,73174566,101,Released,Righteous Kill,5.9,375,121.96%,121.95761
2600000,"[{""id"": 99, ""name"": ""Documentary""}]",2004,3166000,105,Released,Riding Giants,7.6,23,121.77%,121.7692308
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",2004,30411183,108,Released,The Girl Next Door,6.3,824,121.64%,121.644732
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2013,24261569,101,Released,Trance,6.5,956,121.31%,121.307845
500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2004,603943,90,Released,Mean Creek,6.9,106,120.79%,120.7886
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2010,24145613,116,Released,Let Me In,6.7,641,120.73%,120.728065
5800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2006,7000000,95,Released,Crossover,4.2,10,120.69%,120.6896552
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2011,36160375,98,Released,Larry Crowne,5.7,359,120.53%,120.5345833
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2004,30114487,102,Released,Godsend,4.7,114,120.46%,120.457948
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1996,60209334,107,Released,Chain Reaction,5.3,284,120.42%,120.418668
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009,20455276,95,Released,My Life in Ruins,5.6,101,120.33%,120.3251529
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2009,60161391,118,Released,The International,6,368,120.32%,120.322782
95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",2014,114178613,102,Released,Seventh Son,5.2,957,120.19%,120.1880137
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2006,42064105,118,Released,A Good Year,6.5,357,120.18%,120.1831571
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2004,96105964,129,Released,The Manchurian Candidate,6.2,393,120.13%,120.132455
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2007,13196245,90,Released,I Think I Love My Wife,5,55,119.97%,119.9658636
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1997,41954997,127,Released,Donnie Brasco,7.4,1147,119.87%,119.87142
88000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2005,105316267,118,Released,The Brothers Grimm,5.6,818,119.68%,119.6775761
45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1996,53854588,135,Released,Tin Cup,5.9,150,119.68%,119.6768622
7000000,"[{""id"": 18, ""name"": ""Drama""}]",1988,8373585,164,Released,The Last Temptation of Christ,7,201,119.62%,119.6226429
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2006,65664721,105,Released,16 Blocks,6.2,661,119.39%,119.3904018
20000000,"[{""id"": 18, ""name"": ""Drama""}]",1998,23875127,119,Released,American History X,8.2,3016,119.38%,119.375635
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2001,13110448,100,Released,Frailty,7,334,119.19%,119.1858909
3500000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",2010,4159678,103,Released,Troll Hunter,6.7,583,118.85%,118.8479429
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2005,71073932,101,Released,xXx: State of the Union,4.7,549,118.46%,118.4565533
28000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1982,33139618,117,Released,Blade Runner,7.9,3509,118.36%,118.3557786
16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2007,18928871,100,Released,A Mighty Heart,6.7,95,118.31%,118.3054438
28000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2000,33000337,99,Released,Dracula 2000,4.6,148,117.86%,117.8583464
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999,58900031,95,Released,The Story of Us,5.9,75,117.80%,117.800062
30000000,"[{""id"": 53, ""name"": ""Thriller""}]",2005,35294470,109,Released,Assault on Precinct 13,6,311,117.65%,117.6482333
25100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2008,29506464,131,Released,W.,6.1,143,117.56%,117.5556335
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,8220215,110,Released,Loose Cannons,7,118,117.43%,117.4316429
26000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2015,30523226,116,Released,Self/less,6.3,1091,117.40%,117.3970231
5800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1964,6800000,133,Released,The Train,7.2,72,117.24%,117.2413793
82000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",2000,96085477,123,Released,The 6th Day,5.7,595,117.18%,117.177411
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2006,35078241,92,Released,Miss Potter,6.3,141,116.93%,116.92747
15000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",1998,17507368,84,Released,Disturbing Behavior,5.5,104,116.72%,116.7157867
64000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999,74608570,133,Released,Random Hearts,5.3,63,116.58%,116.5758906
40000000,"[{""id"": 28, ""name"": ""Action""}]",2004,46546197,84,Released,Torque,4.7,119,116.37%,116.3654925
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2009,46471023,87,Released,Fantastic Mr. Fox,7.5,1176,116.18%,116.1775575
40000000,"[{""id"": 18, ""name"": ""Drama""}]",2005,46442528,117,Released,Get Rich or Die Tryin',6.3,186,116.11%,116.10632
16000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1999,18564088,100,Released,The Thirteenth Floor,6.8,378,116.03%,116.02555
25485000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",1970,29548291,144,Released,Tora! Tora! Tora!,6.9,147,115.94%,115.9438532
6900000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1993,7993039,102,Released,Dazed and Confused,7.4,583,115.84%,115.8411449
30000000,"[{""id"": 10402, ""name"": ""Music""}]",2006,34742066,108,Released,Take the Lead,6.6,162,115.81%,115.8068867
4000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2006,4630045,84,Released,Let's Go to Prison,5.5,69,115.75%,115.751125
130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2011,150406466,100,Released,Happy Feet Two,5.8,373,115.70%,115.6972815
105000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997,121214377,129,Released,Starship Troopers,6.7,1560,115.44%,115.4422638
25000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,28831145,109,Released,Draft Day,6.5,304,115.32%,115.32458
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",1989,63408614,104,Released,Tango & Cash,6.1,458,115.29%,115.2883891
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999,40263020,112,Released,Blast from the Past,6.3,245,115.04%,115.0372
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2015,34441873,122,Released,Steve Jobs,6.8,1573,114.81%,114.8062433
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1993,36733909,120,Released,Alive,6.7,374,114.79%,114.7934656
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1997,45916769,135,Released,The Rainmaker,6.7,235,114.79%,114.7919225
